,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4
170,0,0,0,0,0,1,1,2,4,2309,864,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,1,1,2,4,2308,773,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,1,1,2,4,2302,703,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,1,1,2,4,2301,625,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,1,1,2,4,2297,546,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,1,1,2,4,2295,471,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,1,1,2,4,2294,436,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,1,1,2,4,2292,393,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,1,1,2,4,2284,360,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,1,1,2,4,2283,321,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,1,1,2,4,2281,286,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,1,1,2,4,2278,262,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,1,1,2,4,2271,244,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,1,1,2,4,2270,224,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,1,1,2,4,2269,219,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,1,1,2,4,2265,201,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,1,1,2,4,2259,171,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,1,1,2,4,2257,149,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,1,1,2,4,2254,132,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,1,1,2,4,2252,122,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,1,1,2,4,2249,111,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,1,1,2,4,2243,99,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,1,1,2,4,2240,94,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,1,1,2,4,2236,82,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,1,1,2,4,2234,75,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,1,1,2,4,2231,63,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,1,1,2,4,2229,59,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,1,1,2,4,2227,57,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,1,1,2,4,2220,51,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,1,1,2,4,2216,46,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,1,1,2,4,2211,41,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,1,1,2,4,2209,42,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,1,1,2,4,2206,36,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,1,1,2,4,2204,35,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,1,1,2,4,2201,33,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,1,1,2,4,2194,31,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,1,1,2,4,2193,28,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,1,1,2,4,2189,24,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,1,1,2,4,2184,21,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,1,1,2,4,2181,19,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,1,1,2,4,2180,18,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,1,1,2,4,2177,18,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,1,1,2,4,2176,12,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,1,1,2,4,2174,11,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,1,1,2,4,2173,9,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,1,1,2,4,2172,5,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,1,1,2,4,2172,5,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,1,1,2,4,2163,5,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,1,1,2,4,2161,6,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,1,1,2,4,2157,6,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,1,1,2,4,2156,6,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,1,1,2,4,2152,6,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,1,1,2,4,2148,5,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,1,1,2,4,2144,4,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,1,1,2,4,2143,4,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,1,1,2,4,2143,3,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,1,1,2,4,2141,2,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,1,1,2,4,2140,2,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,1,1,2,4,2139,2,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,1,1,2,4,2136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,1,1,2,4,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,1,1,2,4,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
